"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","York (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Pike (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Thayer (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Nevada (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Jewell (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Stoddard (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Shannon (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","New Madrid (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Madison (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Woodson (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Callaway (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Searcy (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Smith (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Woodruff (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","White (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Sherman (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Stone (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Rooks (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Rush (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Rice (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Russell (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Seward (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Sheridan (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Logan (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Lincoln (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Chautauqua (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Texas (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Edwards (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Elk (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Vernon (County)"
4871,"2025-05-21","TX","DR","Flood","SEVERE STORMS AND FLOODING","2025-03-26","2025-03-28","Cameron (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Wayne (County)"
4871,"2025-05-21","TX","DR","Flood","SEVERE STORMS AND FLOODING","2025-03-26","2025-03-28","Hidalgo (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Stoddard (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Reynolds (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Ripley (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Ozark (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Scott (County)"
4871,"2025-05-21","TX","DR","Flood","SEVERE STORMS AND FLOODING","2025-03-26","2025-03-28","Starr (County)"
4871,"2025-05-21","TX","DR","Flood","SEVERE STORMS AND FLOODING","2025-03-26","2025-03-28","Willacy (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Iron (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Mississippi (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Howell (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","New Madrid (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Carter (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Sarpy (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Issaquena (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Dunklin (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Cleveland (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Washington (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Creek (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Bollinger (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Ness (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Graham (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Payne (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Butler (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Oklahoma (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Ste. Genevieve (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Maries (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Cape Girardeau (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Webster (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Randolph (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Pulaski (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Miller (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","St. Francis (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Hot Spring (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Greene (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Pemiscot (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Jackson (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Scott (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Wallace (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Saline (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Craighead (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Crittenden (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Jefferson (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Clay (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Desha (County)"
4869,"2025-05-21","KS","DR","Severe Storm","SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES","2025-03-14","2025-03-19","Stafford (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Saunders (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Fulton (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Sharp (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Prairie (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Scott (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Poinsett (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Ouachita (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Sevier (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Webster (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Thurston (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Washington (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Newton (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Polk (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Montgomery (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Pike (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Garland (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Smith (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Lonoke (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Monroe (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Lawrence (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Johnson (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Little River (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Clark (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Grenada (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Douglas (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Walthall (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Cross (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Platte (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Dallas (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Marion (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Saline (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Sharkey (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Covington (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Marion (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Nuckolls (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Otoe (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Hempstead (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Izard (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Jefferson Davis (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Carroll (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Humphreys (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Lee (County)"
4873,"2025-05-21","AR","DR","Flood","SEVERE STORMS, TORNADOES, AND FLOODING","2025-04-02","2025-04-22","Lafayette (County)"
4870,"2025-05-21","IA","DR","Winter Storm","SEVERE WINTER STORM","2025-03-19","2025-03-19","Monona (County)"
4870,"2025-05-21","IA","DR","Winter Storm","SEVERE WINTER STORM","2025-03-19","2025-03-19","Harrison (County)"
4870,"2025-05-21","IA","DR","Winter Storm","SEVERE WINTER STORM","2025-03-19","2025-03-19","Crawford (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Wright (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Madison (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Leflore (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","St. Louis (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Webster (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Oregon (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Phelps (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Iron (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Wayne (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Fillmore (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Reynolds (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Dakota (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Douglas (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Hamilton (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Cass (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Perry (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Jefferson (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Butler (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Dodge (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Clay (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Colfax (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Cuming (County)"
4870,"2025-05-21","IA","DR","Winter Storm","SEVERE WINTER STORM","2025-03-19","2025-03-19","Woodbury (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Burt (County)"
4872,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-30","2025-04-08","Shannon (County)"
4868,"2025-05-21","NE","DR","Winter Storm","SEVERE WINTER STORM AND STRAIGHT-LINE WINDS","2025-03-18","2025-03-19","Boone (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Pawnee (County)"
4866,"2025-05-21","OK","DR","Fire","WILDFIRES AND STRAIGHT-LINE WINDS","2025-03-14","2025-03-21","Lincoln (County)"
4874,"2025-05-21","MS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2025-03-14","2025-03-15","Calhoun (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Howell (County)"
4867,"2025-05-21","MO","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES","2025-03-14","2025-03-15","Ripley (County)"
